-0.0023, -0.0013, -4.1239
-0.0043, -0.0006, -4.1242
-0.0020, -0.0016, -4.1239
-0.0023, -0.0013, -4.1245
-0.0023, -0.0010, -4.1242
-0.0033, -0.0006, -4.1248
-0.0026, -0.0013, -4.1245
-0.0043, -0.0010, -4.1232
-0.0016, -0.0016, -4.1235
-0.0046, -0.0013, -4.1242
-0.0020, -0.0020, -4.1242
-0.0013, -0.0016, -4.1245
-0.0003, -0.0013, -4.1245
-0.0016, -0.0006, -4.1245
-0.0046, -0.0003, -4.1245
-0.0043, -0.0016, -4.1232
0.0000, -0.0013, -4.1239
-0.0010, -0.0013, -4.1248
-0.0039, -0.0013, -4.1245
-0.0043, -0.0006, -4.1245
0.0000, -0.0010, -4.1235
-0.0013, -0.0013, -4.1239
-0.0016, -0.0016, -4.1235
-0.0056, -0.0016, -4.1242
-0.0023, -0.0010, -4.1242
0.0010, -0.0013, -4.1245
-0.0026, -0.0016, -4.1252
-0.0052, -0.0006, -4.1245
-0.0056, -0.0013, -4.1248
-0.0016, -0.0003, -4.1239
0.0010, -0.0010, -4.1242
-0.0020, -0.0013, -4.1239
-0.0039, -0.0006, -4.1252
-0.0029, -0.0006, -4.1242
-0.0003, -0.0010, -4.1239
-0.0049, -0.0013, -4.1239
-0.0059, -0.0010, -4.1235
-0.0016, -0.0013, -4.1235
0.0010, -0.0013, -4.1245
-0.0003, -0.0006, -4.1245
-0.0036, -0.0013, -4.1248
-0.0056, -0.0016, -4.1245
0.0003, -0.0016, -4.1239
-0.0003, -0.0013, -4.1235
-0.0049, -0.0016, -4.1235
-0.0056, -0.0010, -4.1245
-0.0013, -0.0006, -4.1242
-0.0006, -0.0016, -4.1248
-0.0020, -0.0010, -4.1248
-0.0043, -0.0003, -4.1248
-0.0020, -0.0010, -4.1245
0.0003, -0.0010, -4.1235
-0.0010, -0.0006, -4.1235
-0.0036, -0.0010, -4.1242
-0.0020, -0.0006, -4.1245
-0.0026, -0.0013, -4.1252
0.0000, -0.0003, -4.1248
-0.0020, -0.0006, -4.1239
0.0000, -0.0016, -4.1239
-0.0016, -0.0010, -4.1242
-0.0036, -0.0013, -4.1245
-0.0013, -0.0013, -4.1245
0.0003, -0.0010, -4.1245
-0.0026, -0.0010, -4.1235
-0.0043, -0.0013, -4.1239
-0.0043, -0.0016, -4.1242
0.0007, -0.0013, -4.1242
-0.0026, -0.0010, -4.1239
-0.0052, -0.0013, -4.1248
-0.0039, -0.0010, -4.1245
0.0003, -0.0010, -4.1239
0.0013, -0.0013, -4.1242
-0.0036, -0.0006, -4.1235
-0.0059, -0.0013, -4.1232
-0.0029, -0.0016, -4.1242
0.0003, -0.0010, -4.1242
-0.0013, -0.0010, -4.1252
-0.0049, -0.0010, -4.1245
-0.0010, -0.0003, -4.1245
0.0013, -0.0016, -4.1235
-0.0010, -0.0013, -4.1242
-0.0043, -0.0010, -4.1242
-0.0016, -0.0010, -4.1245
0.0017, -0.0010, -4.1242
0.0010, -0.0003, -4.1245
-0.0029, -0.0010, -4.1242
-0.0036, -0.0013, -4.1239
0.0000, -0.0013, -4.1239
-0.0016, -0.0010, -4.1245
-0.0052, -0.0003, -4.1248
-0.0023, -0.0010, -4.1248
0.0013, -0.0016, -4.1248
0.0000, -0.0020, -4.1245
-0.0043, -0.0013, -4.1235
-0.0033, -0.0006, -4.1242
0.0010, -0.0006, -4.1248
-0.0010, -0.0013, -4.1245
-0.0026, -0.0016, -4.1239
-0.0029, -0.0010, -4.1239
-0.0016, -0.0006, -4.1248
-0.0010, -0.0013, -4.1248
-0.0036, -0.0010, -4.1248
-0.0036, -0.0010, -4.1248
-0.0023, -0.0006, -4.1245
-0.0013, -0.0010, -4.1245
-0.0016, -0.0013, -4.1245
-0.0052, -0.0016, -4.1239
-0.0036, -0.0016, -4.1242
-0.0026, -0.0013, -4.1245
-0.0023, -0.0013, -4.1242
-0.0049, -0.0003, -4.1239
-0.0023, -0.0010, -4.1248
-0.0010, -0.0016, -4.1248
-0.0016, -0.0020, -4.1239
-0.0043, -0.0013, -4.1235
-0.0029, -0.0013, -4.1242
-0.0020, -0.0010, -4.1245
-0.0003, -0.0016, -4.1248
-0.0023, -0.0010, -4.1242
-0.0039, -0.0020, -4.1245
-0.0036, -0.0016, -4.1242
-0.0023, -0.0010, -4.1242
-0.0033, -0.0016, -4.1239
-0.0049, -0.0013, -4.1245
-0.0023, -0.0013, -4.1248
-0.0026, -0.0013, -4.1245
-0.0036, -0.0016, -4.1239
-0.0072, -0.0016, -4.1245
-0.0026, -0.0013, -4.1248
-0.0010, -0.0016, -4.1235
